geneid	genename	nns1	nns2	nns3	amp	gain	hetloss	hmdel	ovexpr	unexpr	meth	ncnv	nexpr	nmeth	sonc	ssup	score
5159	PDGFRB	0	1	8	80	244	2	0	30	2	91	528	532	319	10.3953064479	5.18796992481	1.00269026741
5160	PDHA1	0	0	5	1	28	50	2	26	1	0	528	532	319	2.53830599225	0.2833789018	1.34386599625
5161	PDHA2	0	0	13	1	10	70	0	19	2	0	528	532	319	1.88041125541	0.187969924812	0.911048221082
5162	PDHB	1	1	3	0	8	397	35	6	6	307	528	532	319	0.563909774436	8.87830371383	-3.150284062
5163	PDK1	0	0	4	4	79	14	0	22	14	150	528	532	319	2.44645705172	1.31578947368	0.894765279722
5164	PDK2	0	0	2	2	33	29	0	26	13	9	528	532	319	2.63300296195	1.22180451128	1.1076956719
5165	PDK3	0	0	3	1	28	49	2	38	2	0	528	532	319	3.66612554113	0.377363864206	1.87425618971
5166	PDK4	0	0	8	3	171	3	0	25	2	0	528	532	319	2.63371496924	0.187969924812	1.39709922004
5167	ENPP1	0	0	8	0	8	148	1	17	1	0	528	532	319	1.5977443609	0.188681932103	0.676036595524
5168	ENPP2	0	0	12	4	73	54	0	15	3	290	528	532	319	1.78856231488	0.281954887218	0.838800383807
5169	ENPP3	1	1	14	0	8	148	1	12	12	63	528	532	319	1.12781954887	6.22251651857	-2.46396190006
5170	PDPK1	0	0	1	1	109	12	0	0	0	271	528	532	319	0.094696969697	0.0	0.0
5171	PDR	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5172	SLC26A4	0	0	7	3	170	2	0	5	0	1	528	532	319	0.754015721121	0.0	0.0
5173	PDYN	1	1	3	1	111	9	0	25	4	0	528	532	319	2.44432102985	5.37593984962	-1.13708321929
5174	PDZK1	0	0	0	1	50	43	0	23	11	11	528	532	319	2.25635110504	1.03383458647	1.12598620639
5175	PECAM1	0	0	0	0	0	0	0	0	0	182	528	532	319	0.0	0.0	0.0
5176	SERPINF1	0	0	1	1	26	49	0	16	3	233	528	532	319	1.59845636819	0.281954887218	0.676679364544
5177	PEE1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5178	PEG3	0	0	9	1	56	5	1	7	2	80	528	532	319	0.752591706539	0.282666894509	0.0
5179	PENK	0	0	3	2	59	78	1	7	0	0	528	532	319	0.847288676236	0.094696969697	0.0
5182	PEPB	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5183	PEPC	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5184	PEPD	0	0	3	1	57	4	0	30	2	271	528	532	319	2.91424584188	0.187969924812	1.54312258636
5185	PEPE	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5187	PER1	0	0	5	0	26	50	1	21	6	0	528	532	319	1.97368421053	0.658606744133	0.980891177052
5188	GATB	0	0	6	1	13	78	1	14	3	1	528	532	319	1.41048644338	0.376651856915	0.496192799805
5189	PEX1	0	0	8	4	172	2	0	39	12	0	528	532	319	4.04420141262	1.12781954887	1.84231859431
5190	PEX6	0	0	6	2	10	99	0	20	10	0	528	532	319	2.06909318751	0.93984962406	1.04899862255
5191	PEX7	0	0	0	0	8	149	1	15	3	1	528	532	319	1.40977443609	0.376651856915	0.495464349882
5192	PEX10	0	0	0	0	9	100	0	19	19	2	528	532	319	1.78571428571	1.78571428571	0.0
5193	PEX12	0	0	3	1	29	32	0	23	13	0	528	532	319	2.25635110504	1.22180451128	0.884978106883
5194	PEX13	0	0	3	0	76	14	0	23	4	0	528	532	319	2.16165413534	0.375939849624	1.11213571033
5195	PEX14	0	0	6	0	8	101	0	27	7	140	528	532	319	2.53759398496	0.657894736842	1.34346125644
5196	PF4	0	0	0	1	13	67	0	7	0	34	528	532	319	0.752591706539	0.0	0.0
5197	PF4V1	0	0	0	1	14	66	0	9	0	2	528	532	319	0.940561631351	0.0	0.0
5198	PFAS	0	0	1	0	26	51	1	20	10	0	528	532	319	1.87969924812	1.03454659376	0.861503226613
5199	CFP	0	0	7	1	30	45	2	19	4	0	528	532	319	1.88041125541	0.565333789018	0.911048221082
5201	PFDN1	0	0	2	80	242	3	0	56	3	0	528	532	319	12.8389154705	0.281954887218	3.68245143509
5202	PFDN2	0	0	1	2	61	33	0	40	0	0	528	532	319	3.94879243563	0.0	1.98141153595
5203	PFDN4	0	0	1	2	118	0	0	24	0	0	528	532	319	2.44503303714	0.0	1.28985395892
5204	PFDN5	0	0	0	1	121	4	0	14	1	1	528	532	319	1.41048644338	0.093984962406	0.496192799805
5205	ATP8B1	1	1	13	1	25	94	3	25	1	62	528	532	319	2.44432102985	5.3780758715	-1.13765633138
5207	PFKFB1	0	0	9	1	27	45	3	11	2	0	528	532	319	1.12853155616	0.472060833903	0.174446759942
5208	PFKFB2	0	0	2	0	60	33	0	13	0	92	528	532	319	1.22180451128	0.0	0.289013472415
5209	PFKFB3	0	0	2	1	18	65	1	26	8	139	528	532	319	2.53830599225	0.846576668945	1.34386599625
5210	PFKFB4	0	0	0	0	6	410	56	27	0	196	528	532	319	2.53759398496	5.30303030303	-1.06335573604
5211	PFKL	0	0	4	0	52	55	0	19	18	0	528	532	319	1.78571428571	1.69172932331	0.0780025120013
5212	VIT	0	0	11	0	77	15	1	15	1	34	528	532	319	1.40977443609	0.188681932103	0.495464349882
5213	PFKM	1	1	7	0	120	5	0	18	1	318	528	532	319	1.69172932331	5.09398496241	-1.59029594502
5214	PFKP	0	0	4	0	18	65	2	19	20	143	528	532	319	1.78571428571	2.06909318751	-0.212497354831
5216	PFN1	0	0	0	0	26	48	0	25	8	81	528	532	319	2.34962406015	0.751879699248	1.23242994405
5217	PFN2	0	0	1	3	75	72	0	10	0	0	528	532	319	1.22394053315	0.0	0.291533464393
5218	CDK14	0	0	4	3	173	2	0	43	4	15	528	532	319	4.32544429255	0.375939849624	2.1128483283
5222	PGA5	0	0	1	0	34	18	0	18	0	28	528	532	319	1.69172932331	0.0	0.758498755716
5223	PGAM1	0	0	0	0	11	97	0	12	8	35	528	532	319	1.12781954887	0.751879699248	0.173536254995
5224	PGAM2	0	0	2	0	173	2	0	16	0	3	528	532	319	1.5037593985	0.0	0.588573754274
5225	PGC	0	0	4	1	11	99	0	2	1	0	528	532	319	0.282666894509	0.093984962406	0.0
5226	PGD	0	0	2	0	8	101	0	29	1	67	528	532	319	2.72556390977	0.093984962406	1.4465547494
5228	PGF	0	0	0	2	15	226	3	17	0	65	528	532	319	1.7871383003	0.284090909091	0.837651283753
5229	PGGT1B	0	0	3	61	229	7	0	38	2	310	528	532	319	9.34794372294	0.187969924812	3.22464904875
5230	PGK1	0	0	0	0	22	49	3	19	3	0	528	532	319	1.78571428571	0.566045796309	0.836501267717
5231	PGK1P1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5232	PGK2	0	0	8	1	11	99	0	19	3	0	528	532	319	1.88041125541	0.281954887218	0.911048221082
5233	PGK1P2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5236	PGM1	0	0	5	0	18	67	0	14	6	11	528	532	319	1.31578947368	0.563909774436	0.395928676331
5238	PGM3	0	0	2	0	9	124	1	18	9	0	528	532	319	1.69172932331	0.940561631351	0.758498755716
5239	PGM5	0	0	15	0	14	151	0	12	1	0	528	532	319	1.12781954887	0.093984962406	0.173536254995
5241	PGR	1	1	13	2	29	27	0	13	0	0	528	532	319	1.41119845067	5.0	-1.82500721279
5243	ABCB1	1	2	25	3	171	2	0	30	4	11	528	532	319	3.10363978127	10.3759398496	-1.7412089929
5244	ABCB4	0	0	25	3	171	2	0	10	1	0	528	532	319	1.22394053315	0.093984962406	0.291533464393
5245	PHB	0	0	1	1	33	29	0	28	4	0	528	532	319	2.72627591707	0.375939849624	1.44693157977
5246	PHBP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5250	SLC25A3	0	0	2	0	122	6	0	15	0	0	528	532	319	1.40977443609	0.0	0.495464349882
5251	PHEX	0	0	9	1	28	49	2	18	4	0	528	532	319	1.78642629301	0.565333789018	0.837076390324
5252	PHF1	0	0	1	0	10	99	0	19	3	126	528	532	319	1.78571428571	0.281954887218	0.836501267717
5253	PHF2	0	0	4	1	12	149	0	12	27	0	528	532	319	1.22251651857	2.53759398496	-1.05360729752
5255	PHKA1	1	1	14	0	23	48	3	19	1	0	528	532	319	1.78571428571	5.3780758715	-1.59058884054
5256	PHKA2	0	0	11	1	28	50	2	19	18	0	528	532	319	1.88041125541	1.8811232627	-0.000546165079735
5257	PHKB	0	0	6	0	100	19	0	19	3	0	528	532	319	1.78571428571	0.281954887218	0.836501267717
5258	PHKBP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5259	PHKBP2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5260	PHKG1	0	0	1	0	174	2	0	2	1	0	528	532	319	0.187969924812	0.093984962406	0.0
5261	PHKG2	0	0	4	1	108	12	0	31	0	303	528	532	319	3.00823080428	0.0	1.58891526097
5262	PHKG1P3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5264	PHYH	0	0	1	1	18	64	1	6	1	0	528	532	319	0.658606744133	0.188681932103	0.0
5265	SERPINA1	0	0	2	0	15	226	1	24	1	13	528	532	319	2.25563909774	0.188681932103	1.17353625499
5266	PI3	0	0	0	0	120	0	0	24	0	264	528	532	319	2.25563909774	0.0	1.17353625499
5267	SERPINA4	1	1	7	0	15	226	1	5	3	312	528	532	319	0.46992481203	5.37665185692	-2.42670805883
5268	SERPINB5	0	0	1	1	25	93	3	13	1	0	528	532	319	1.31650148098	0.378075871497	0.396709144319
5269	SERPINB6	0	0	3	0	12	95	1	20	8	1	528	532	319	1.87969924812	0.846576668945	0.910501849161
5270	SERPINE2	0	0	3	4	68	43	3	18	6	275	528	532	319	2.0705172021	0.848000683527	1.04999118883
5271	SERPINB8	0	0	3	1	25	93	3	22	3	263	528	532	319	2.16236614263	0.566045796309	1.11261082808
5272	SERPINB9	0	0	0	0	12	96	0	19	7	12	528	532	319	1.78571428571	0.657894736842	0.836501267717
5273	SERPINB10	0	0	0	1	25	93	3	19	2	0	528	532	319	1.88041125541	0.472060833903	0.911048221082
5274	SERPINI1	0	0	4	7	77	67	0	8	3	13	528	532	319	1.41475848713	0.281954887218	0.500555792165
5275	SERPINB13	2	2	11	1	25	93	3	3	1	0	528	532	319	0.376651856915	10.3780758715	-3.3754670831
5276	SERPINI2	0	0	6	7	78	67	0	19	5	0	528	532	319	2.44859307359	0.46992481203	1.29195303544
5277	PIGA	0	0	2	1	27	50	2	20	2	0	528	532	319	1.97439621782	0.377363864206	0.981411535955
5278	PIGAP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5279	PIGC	0	0	2	2	61	33	0	26	3	0	528	532	319	2.63300296195	0.281954887218	1.39670914432
5280	PIGCP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5281	PIGF	0	0	1	0	77	15	1	14	8	0	528	532	319	1.31578947368	0.846576668945	0.395928676331
5282	PIGFP1	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5283	PIGH	0	0	2	1	15	224	3	4	10	0	528	532	319	0.470636819321	1.22394053315	-0.291533464393
5284	PIGR	0	0	7	0	60	33	0	7	3	33	528	532	319	0.657894736842	0.281954887218	0.0
5286	PIK3C2A	0	0	12	0	33	17	0	17	5	319	528	532	319	1.5977443609	0.46992481203	0.676036595524
5287	PIK3C2B	0	0	9	2	59	33	0	17	6	271	528	532	319	1.7871383003	0.563909774436	0.837651283753
5288	PIK3C2G	0	0	22	0	121	6	0	9	0	0	528	532	319	0.845864661654	0.0	0.0
5289	PIK3C3	0	0	3	1	24	93	3	15	20	0	528	532	319	1.50447140579	2.16379015721	-0.524303907587
5290	PIK3CA	1	1	19	10	77	61	0	13	6	0	528	532	319	2.16877420825	5.56390977444	-1.35921916361
5291	PIK3CB	0	0	11	3	72	83	1	17	3	170	528	532	319	1.88183526999	0.376651856915	0.912140344557
5292	PIM1	0	0	5	0	10	98	1	31	0	75	528	532	319	2.91353383459	0.094696969697	1.54277006466
5293	PIK3CD	0	0	2	0	8	102	0	30	7	266	528	532	319	2.81954887218	0.657894736842	1.49546434988
5294	PIK3CG	2	2	12	3	171	1	0	20	5	118	528	532	319	2.16379015721	10.469924812	-2.27461858229
5295	PIK3R1	0	0	65	1	160	13	0	22	4	0	528	532	319	2.16236614263	0.375939849624	1.11261082808
5296	PIK3R2	0	0	1	1	49	12	0	17	5	0	528	532	319	1.6924413306	0.46992481203	0.759105822858
5297	PI4KA	1	1	11	0	40	41	0	13	10	318	528	532	319	1.22180451128	5.93984962406	-2.28141293515
5298	PI4KB	1	1	5	2	61	33	0	35	17	0	528	532	319	3.4788676236	6.5977443609	-0.923355096508
5300	PIN1	0	0	1	0	46	14	1	14	2	0	528	532	319	1.31578947368	0.282666894509	0.395928676331
5301	PIN1P1	0	0	0	1	18	68	0	5	0	315	528	532	319	0.564621781727	0.0	0.0
5303	PIN4	0	0	9	0	23	49	4	28	0	0	528	532	319	2.63157894737	0.378787878788	1.39592867633
5304	PIP	0	0	3	3	169	7	0	13	0	0	528	532	319	1.50589542037	0.0	0.590621582922
5305	PIP4K2A	0	0	1	0	15	65	0	14	8	204	528	532	319	1.31578947368	0.751879699248	0.395928676331
5306	PITPNA	0	0	0	1	25	49	0	18	20	75	528	532	319	1.78642629301	1.87969924812	-0.0734254588366
5307	PITX1	0	0	1	78	236	7	0	18	4	41	528	532	319	9.07809295967	0.375939849624	3.18238926155
5308	PITX2	0	0	3	1	11	74	1	34	0	0	528	532	319	3.2901856915	0.094696969697	1.71816900908
5309	PITX3	0	0	1	0	11	96	0	20	2	0	528	532	319	1.87969924812	0.187969924812	0.910501849161
5310	PKD1	0	0	8	1	110	12	0	19	6	0	528	532	319	1.88041125541	0.563909774436	0.911048221082
5311	PKD2	0	0	13	1	12	69	0	13	7	0	528	532	319	1.31650148098	0.657894736842	0.396709144319
5312	PKD3	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5313	PKLR	0	0	1	2	62	33	0	27	0	82	528	532	319	2.72698792436	0.0	1.44730831173
5314	PKHD1	1	1	34	1	12	100	0	15	12	49	528	532	319	1.50447140579	6.12781954887	-2.02611712677
5315	PKM	0	0	5	1	27	35	0	17	7	0	528	532	319	1.6924413306	0.657894736842	0.759105822858
5316	PKNOX1	0	0	5	0	52	55	2	18	7	0	528	532	319	1.69172932331	0.847288676236	0.758498755716
5317	PKP1	0	0	4	0	59	33	0	12	3	0	528	532	319	1.12781954887	0.281954887218	0.173536254995
5318	PKP2	1	1	6	0	122	3	0	21	2	169	528	532	319	1.97368421053	5.18796992481	-1.39427893911
5319	PLA2G1B	0	0	0	1	121	6	0	61	0	115	528	532	319	5.82777967646	0.0	2.54294633628
5320	PLA2G2A	0	0	0	0	7	99	0	17	2	39	528	532	319	1.5977443609	0.187969924812	0.676036595524
5321	PLA2G4A	0	0	12	1	59	33	0	31	1	0	528	532	319	3.00823080428	0.093984962406	1.58891526097
5322	PLA2G5	0	0	1	0	7	98	0	21	0	309	528	532	319	1.97368421053	0.0	0.980891177052
5324	PLAG1	0	0	4	2	60	78	1	21	0	0	528	532	319	2.16307814992	0.094696969697	1.11308578942
5325	PLAGL1	0	0	1	0	8	150	1	20	13	11	528	532	319	1.87969924812	1.31650148098	0.513792704842
5326	PLAGL2	0	0	4	0	118	0	0	13	1	0	528	532	319	1.22180451128	0.093984962406	0.289013472415
5327	PLAT	0	0	6	0	34	120	2	20	6	20	528	532	319	1.87969924812	0.75330371383	0.910501849161
5328	PLAU	1	1	6	0	12	91	0	27	5	0	528	532	319	2.53759398496	5.46992481203	-1.10805974586
5329	PLAUR	0	0	4	1	56	7	0	24	1	0	528	532	319	2.35033606744	0.093984962406	1.23286705814
5330	PLCB2	1	1	7	0	26	39	1	21	4	233	528	532	319	1.97368421053	5.47063681932	-1.47081760525
5331	PLCB3	1	1	12	0	33	18	0	20	7	317	528	532	319	1.87969924812	5.65789473684	-1.58976348698
5332	PLCB4	0	0	17	1	110	9	0	10	1	65	528	532	319	1.03454659376	0.093984962406	0.0489986225479
5333	PLCD1	0	0	1	0	6	410	55	3	4	220	528	532	319	0.281954887218	5.58427318296	-2.48136952
5334	PLCL1	0	0	19	7	73	21	1	10	0	0	528	532	319	1.60272841194	0.094696969697	0.680529976369
5335	PLCG1	0	0	4	0	118	0	0	27	6	20	528	532	319	2.53759398496	0.563909774436	1.34346125644
5336	PLCG2	0	0	17	1	98	21	0	13	0	238	528	532	319	1.31650148098	0.0	0.396709144319
5337	PLD1	0	0	11	8	77	63	0	20	5	184	528	532	319	2.6372750057	0.46992481203	1.39904801818
5338	PLD2	0	0	3	0	26	48	0	11	21	3	528	532	319	1.03383458647	1.97368421053	-0.932885804141
5339	PLEC	2	2	27	4	74	50	0	28	5	0	528	532	319	3.01036682616	10.469924812	-1.79823988043
5340	PLG	1	1	12	0	8	150	1	19	0	121	528	532	319	1.78571428571	5.0946969697	-1.51249507037
5341	PLEK	0	0	4	0	77	15	1	21	6	255	528	532	319	1.97368421053	0.658606744133	0.980891177052
5342	PLGLB2	0	0	0	0	76	13	0	16	0	0	528	532	319	1.5037593985	0.0	0.588573754274
5343	PLGLB1	0	0	0	0	76	13	0	0	0	0	528	532	319	0.0	0.0	0.0
5345	SERPINF2	1	1	1	1	26	49	0	26	1	138	528	532	319	2.53830599225	5.09398496241	-1.00492870449
5346	PLIN1	0	0	0	1	28	36	0	11	0	19	528	532	319	1.12853155616	0.0	0.174446759942
5347	PLK1	0	0	8	1	108	13	0	19	1	0	528	532	319	1.88041125541	0.093984962406	0.911048221082
5348	FXYD1	0	0	0	1	57	4	0	24	0	49	528	532	319	2.35033606744	0.0	1.23286705814
5349	FXYD3	0	0	0	1	57	4	0	14	1	26	528	532	319	1.41048644338	0.093984962406	0.496192799805
5350	PLN	0	0	0	0	8	144	1	19	3	12	528	532	319	1.78571428571	0.376651856915	0.836501267717
5351	PLOD1	1	1	3	0	9	100	0	18	11	0	528	532	319	1.69172932331	6.03383458647	-1.83457639079
5352	PLOD2	0	0	9	2	75	73	0	24	4	142	528	532	319	2.44503303714	0.375939849624	1.28985395892
5354	PLP1	0	0	0	5	23	48	0	15	1	0	528	532	319	1.88325928458	0.093984962406	0.913231641916
5355	PLP2	0	0	0	0	27	46	3	29	3	0	528	532	319	2.72556390977	0.566045796309	1.4465547494
5356	PLRG1	0	0	5	1	14	78	1	13	27	0	528	532	319	1.31650148098	2.63229095466	-0.999609818783
5357	PLS1	0	0	2	4	74	78	1	16	4	64	528	532	319	1.88254727728	0.470636819321	0.912686096423
5358	PLS3	0	0	5	6	23	47	1	31	3	0	528	532	319	3.48171565277	0.376651856915	1.79979838475
5359	PLSCR1	0	0	1	3	75	73	0	21	3	34	528	532	319	2.25777511962	0.281954887218	1.17490179702
5360	PLTP	0	0	0	0	120	0	0	44	0	1	528	532	319	4.13533834586	0.0	2.04800537291
5361	PLXNA1	1	1	10	1	65	109	0	26	3	304	528	532	319	2.53830599225	5.28195488722	-1.05720598336
5362	PLXNA2	0	0	11	1	60	35	0	19	4	128	528	532	319	1.88041125541	0.375939849624	0.911048221082
5364	PLXNB1	0	0	9	0	6	410	56	2	0	0	528	532	319	0.187969924812	5.30303030303	-2.40681699247
5365	PLXNB3	0	0	5	8	29	52	0	14	0	0	528	532	319	2.07336523126	0.0	1.05197427511
5366	PMAIP1	0	0	0	1	24	94	3	23	0	0	528	532	319	2.25635110504	0.284090909091	1.1739915793
5367	PMCH	0	0	0	0	0	0	0	16	1	316	528	532	319	1.5037593985	0.093984962406	0.588573754274
5368	PNOC	0	0	0	0	20	147	7	13	0	23	528	532	319	1.22180451128	0.662878787879	0.289013472415
5369	PMCHL1	0	0	0	1	169	5	0	1	0	0	528	532	319	0.188681932103	0.0	0.0
5370	PMCHL2	0	0	0	1	161	13	0	7	0	0	528	532	319	0.752591706539	0.0	0.0
5371	PML	0	0	3	0	26	36	0	18	8	295	528	532	319	1.69172932331	0.751879699248	0.758498755716
5372	PMM1	0	1	3	0	41	39	0	11	5	0	528	532	319	1.03383458647	5.46992481203	-2.40351562938
5373	PMM2	0	0	1	1	111	12	0	36	0	75	528	532	319	3.47815561631	0.0	1.79832248177
5375	PMP2	0	0	1	3	64	66	1	15	0	0	528	532	319	1.69386534518	0.094696969697	0.76031919134
5376	PMP22	0	0	0	0	26	45	1	12	8	0	528	532	319	1.12781954887	0.846576668945	0.173536254995
5378	PMS1	0	0	7	5	75	21	1	19	7	0	528	532	319	2.2591991342	0.752591706539	1.17581144083
5379	PMS2P1	0	0	0	0	0	0	0	0	0	11	528	532	319	0.0	0.0	0.0
5380	PMS2L2	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5382	PMS2P4	0	0	0	1	172	2	1	28	1	0	528	532	319	2.72627591707	0.188681932103	1.44693157977
5383	PMS2P5	0	0	0	0	0	0	0	0	0	0	528	532	319	0.0	0.0	0.0
5387	PMS2P3	0	0	0	3	171	2	0	35	0	0	528	532	319	3.5735645933	0.0	1.83736386567
5393	EXOSC9	0	0	6	1	11	75	1	21	7	0	528	532	319	2.06838118022	0.752591706539	1.04850208321
5394	EXOSC10	0	0	0	0	8	101	0	10	40	0	528	532	319	0.93984962406	3.75939849624	-1.91050184916
5395	PMS2	0	0	9	2	174	2	0	39	5	317	528	532	319	3.85480747323	0.46992481203	1.94665880713
5396	PRRX1	0	0	4	2	60	32	0	8	4	98	528	532	319	0.941273638642	0.375939849624	0.0
5406	PNLIP	0	0	8	0	11	96	1	3	1	0	528	532	319	0.281954887218	0.188681932103	0.0
5407	PNLIPRP1	0	0	3	0	11	96	1	22	5	0	528	532	319	2.06766917293	0.564621781727	1.04800537291
5408	PNLIPRP2	0	0	3	0	11	96	1	14	0	0	528	532	319	1.31578947368	0.094696969697	0.395928676331
5409	PNMT	0	0	1	1	29	30	0	12	0	0	528	532	319	1.22251651857	0.0	0.289853958917
5411	PNN	0	0	10	0	16	213	0	18	4	0	528	532	319	1.69172932331	0.375939849624	0.758498755716
5412	UBL3	0	0	2	1	20	81	1	13	1	19	528	532	319	1.31650148098	0.188681932103	0.396709144319
5413	SEPT5	0	0	0	0	40	41	0	26	2	0	528	532	319	2.44360902256	0.187969924812	1.28901347241
5414	SEPT4	0	0	0	3	33	27	0	24	6	265	528	532	319	2.53973000684	0.563909774436	1.34467513538
5420	PODXL	1	1	3	4	169	7	0	22	5	74	528	532	319	2.44645705172	5.46992481203	-1.16082704624
5422	POLA1	0	0	8	1	28	49	2	17	6	0	528	532	319	1.6924413306	0.75330371383	0.759105822858
5423	POLB	0	0	1	0	34	120	3	5	1	0	528	532	319	0.46992481203	0.378075871497	0.0
5424	POLD1	1	1	3	0	57	5	1	22	3	319	528	532	319	2.06766917293	5.37665185692	-1.37870268591
5425	POLD2	0	0	2	0	173	2	0	23	2	0	528	532	319	2.16165413534	0.187969924812	1.11213571033
5426	POLE	0	0	7	0	120	8	0	47	2	200	528	532	319	4.41729323308	0.187969924812	2.14316260595
5427	POLE2	0	0	0	1	15	216	1	20	8	0	528	532	319	1.97439621782	0.846576668945	0.981411535955
5428	POLG	0	0	7	1	28	36	0	19	4	154	528	532	319	1.88041125541	0.375939849624	0.911048221082
5429	POLH	0	0	3	2	11	100	0	17	15	0	528	532	319	1.7871383003	1.40977443609	0.342186933871
5430	POLR2A	1	1	4	0	26	50	1	19	15	0	528	532	319	1.78571428571	6.50447140579	-1.86493055153
5431	POLR2B	1	1	11	1	13	65	0	17	22	0	528	532	319	1.6924413306	7.06766917293	-2.06212868821
5432	POLR2C	0	0	2	0	98	22	0	28	10	2	528	532	319	2.63157894737	0.93984962406	1.39592867633
5433	POLR2D	0	0	4	0	75	13	0	23	4	319	528	532	319	2.16165413534	0.375939849624	1.11213571033
5434	POLR2E	0	0	2	0	46	16	1	22	5	0	528	532	319	2.06766917293	0.564621781727	1.04800537291
5435	POLR2F	0	0	4	0	42	40	0	15	1	0	528	532	319	1.40977443609	0.093984962406	0.495464349882
5436	POLR2G	0	0	2	0	33	18	0	19	2	0	528	532	319	1.78571428571	0.187969924812	0.836501267717
5437	POLR2H	0	0	1	7	77	62	0	33	3	0	528	532	319	3.76438254728	0.281954887218	1.9124132463
5438	POLR2I	0	0	1	1	58	4	0	20	2	0	528	532	319	1.97439621782	0.187969924812	0.981411535955
5439	POLR2J	0	0	0	6	170	1	0	38	1	0	528	532	319	4.13961038961	0.093984962406	2.04949499105
5440	POLR2K	0	0	0	3	65	60	1	9	0	0	528	532	319	1.12995557075	0.094696969697	0.17626604775
5441	POLR2L	0	0	0	0	34	19	0	6	0	0	528	532	319	0.563909774436	0.0	0.0
5442	POLRMT	0	0	5	1	44	15	1	21	6	0	528	532	319	2.06838118022	0.658606744133	1.04850208321
5443	POMC	0	0	2	0	77	14	0	18	1	306	528	532	319	1.69172932331	0.093984962406	0.758498755716
5444	PON1	0	0	11	3	171	3	0	0	2	71	528	532	319	0.284090909091	0.187969924812	0.0
5445	PON2	0	0	0	3	171	3	0	50	4	13	528	532	319	4.98333902939	0.375939849624	2.31711272762
5446	PON3	0	0	5	3	171	3	0	5	0	5	528	532	319	0.754015721121	0.0	0.0
5447	POR	0	0	2	3	172	2	0	31	1	286	528	532	319	3.19762474368	0.093984962406	1.67700064169
5449	POU1F1	0	0	6	2	36	241	5	24	2	0	528	532	319	2.44503303714	0.661454773297	1.28985395892
5450	POU2AF1	0	0	3	1	28	30	0	15	2	2	528	532	319	1.50447140579	0.187969924812	0.58925668685
5451	POU2F1	0	0	2	2	59	33	0	23	3	0	528	532	319	2.35104807473	0.281954887218	1.23330403983
5452	POU2F2	0	0	3	2	56	6	0	9	2	5	528	532	319	1.03525860105	0.187969924812	0.0499911888347
5453	POU3F1	0	0	1	2	15	79	0	3	2	2	528	532	319	0.471348826612	0.187969924812	0.0
5454	POU3F2	0	0	3	0	8	139	1	10	0	0	528	532	319	0.93984962406	0.094696969697	0.0
5455	POU3F3	0	0	2	0	75	15	0	22	13	0	528	532	319	2.06766917293	1.22180451128	0.758991900496
5456	POU3F4	0	0	3	0	23	48	3	7	0	0	528	532	319	0.657894736842	0.284090909091	0.0
5457	POU4F1	0	0	0	2	23	72	0	9	1	0	528	532	319	1.03525860105	0.093984962406	0.0499911888347
5458	POU4F2	0	1	4	1	14	77	1	16	3	0	528	532	319	1.59845636819	5.37665185692	-1.75002869428
5459	POU4F3	0	0	0	81	243	3	0	13	1	0	528	532	319	8.89225905673	0.093984962406	3.15254997878
5460	POU5F1	0	0	0	0	11	99	0	21	2	18	528	532	319	1.97368421053	0.187969924812	0.980891177052
5462	POU5F1B	0	0	3	4	74	50	0	25	0	7	528	532	319	2.72841193894	0.0	1.44806148065
5463	POU6F1	0	0	3	0	120	5	0	29	2	0	528	532	319	2.72556390977	0.187969924812	1.4465547494
5464	PPA1	0	0	1	0	12	89	0	15	4	0	528	532	319	1.40977443609	0.375939849624	0.495464349882
5465	PPARA	0	0	1	0	41	37	0	20	4	0	528	532	319	1.87969924812	0.375939849624	0.910501849161
5467	PPARD	0	0	1	0	11	98	0	22	2	20	528	532	319	2.06766917293	0.187969924812	1.04800537291
5468	PPARG	0	0	3	0	7	407	55	0	16	1	528	532	319	0.0	6.71209273183	-2.74676264766
5469	MED1	0	0	10	1	29	30	0	14	14	43	528	532	319	1.41048644338	1.31578947368	0.100264123473
5470	PPEF2	0	0	9	1	13	66	0	14	2	319	528	532	319	1.41048644338	0.187969924812	0.496192799805
